"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of Protein Groups"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Number of Razor Peptides"	"Abundances Grouped 126 A"	"Abundances Grouped 126 B"	"Abundances Grouped 127N A"	"Abundances Grouped 127N B"	"Abundances Grouped 127C A"	"Abundances Grouped 127C B"	"Abundances Grouped 128N A"	"Abundances Grouped 128N B"	"Abundances Grouped 128C A"	"Abundances Grouped 128C B"	"Abundances Grouped 129N A"	"Abundances Grouped 129N B"	"Abundances Grouped 129C A"	"Abundances Grouped 129C B"	"Abundances Grouped 130N A"	"Abundances Grouped 130N B"	"Abundances Grouped 130C A"	"Abundances Grouped 130C B"	"Abundances Grouped 131 A"	"Abundances Grouped 131 B"	"Abundances Grouped CV in Percent 126 A"	"Abundances Grouped CV in Percent 126 B"	"Abundances Grouped CV in Percent 127N A"	"Abundances Grouped CV in Percent 127N B"	"Abundances Grouped CV in Percent 127C A"	"Abundances Grouped CV in Percent 127C B"	"Abundances Grouped CV in Percent 128N A"	"Abundances Grouped CV in Percent 128N B"	"Abundances Grouped CV in Percent 128C A"	"Abundances Grouped CV in Percent 128C B"	"Abundances Grouped CV in Percent 129N A"	"Abundances Grouped CV in Percent 129N B"	"Abundances Grouped CV in Percent 129C A"	"Abundances Grouped CV in Percent 129C B"	"Abundances Grouped CV in Percent 130N A"	"Abundances Grouped CV in Percent 130N B"	"Abundances Grouped CV in Percent 130C A"	"Abundances Grouped CV in Percent 130C B"	"Abundances Grouped CV in Percent 131 A"	"Abundances Grouped CV in Percent 131 B"
"False"	"High"	"IsMasterProtein"	"OEU20450.1"	"hypothetical protein FRACYDRAFT_259525 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.510"	"2"	"1"	"2"	"1"	"1"	"788"	"89.7"	"4.51"	"5.86"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU23729.1"	"4-Diphosphocytidyl-2-C-methyl-D-erythritol synthase [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.503"	"6"	"2"	"6"	"2"	"1"	"307"	"33.6"	"6.54"	"16.17"	"2"	"0"	"22.6"	"22.6"	"13.5"	"17.0"	"12.8"	"8.8"	"8.9"	""	"20.1"	"13.6"	"15.8"	"26.1"	"18.0"	"21.2"	""	"24.8"	""	"17.5"	"13.4"	"14.8"	"28.99"	"17.01"	"0.03"	"0.42"	"6.23"	"22.32"	"12.93"	""	"35.46"	"8.30"	"31.43"	"5.86"	"35.51"	"25.42"	""	"3.65"	""	"18.23"	"15.25"	"0.75"
"False"	"High"	"IsMasterProtein"	"OEU09286.1"	"hypothetical protein FRACYDRAFT_195450 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.493"	"6"	"2"	"3"	"2"	"1"	"493"	"52.7"	"4.75"	"8.91"	"2"	"0"	"25.1"	"17.2"	"22.3"	"14.5"	"20.2"	"3.4"	"10.4"	""	"30.3"	"5.7"	"23.7"	"12.4"	"10.4"	"14.0"	""	"14.1"	""	"13.3"	"23.1"	"11.4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU13893.1"	"hypothetical protein FRACYDRAFT_242247 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.478"	"3"	"2"	"2"	"2"	"1"	"686"	"75.8"	"9.42"	"5.22"	"2"	"0"	"11.3"	""	"5.5"	""	"2.2"	""	"2.2"	""	"9.4"	""	"8.4"	""	"3.9"	""	""	""	""	""	"6.0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU20211.1"	"ClpP/crotonase [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.475"	"5"	"2"	"3"	"2"	"1"	"318"	"35.6"	"8.94"	"7.57"	"2"	"0"	"4.0"	"13.0"	"3.0"	"10.2"	"2.9"	"4.3"	"3.1"	"0.4"	"6.7"	"4.6"	"5.5"	"14.8"	"3.2"	"11.0"	""	"8.9"	""	"8.7"	"5.2"	"8.8"	"46.00"	""	"27.24"	""	"55.16"	""	"58.23"	""	"36.02"	""	"90.55"	""	"6.54"	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU22899.1"	"hypothetical protein FRACYDRAFT_179365, partial [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.471"	"7"	"1"	"1"	"1"	"1"	"193"	"22.3"	"5.31"	"4.02"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU22912.1"	"DUF1692-domain-containing protein [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.468"	"4"	"2"	"3"	"2"	"1"	"468"	"54.1"	"6.73"	"8.73"	"2"	"0"	"12.9"	"4.6"	"8.3"	"6.4"	"4.1"	"4.7"	"6.3"	""	"13.2"	"7.6"	"8.6"	"6.2"	"12.7"	"6.6"	""	"7.6"	""	"6.5"	"8.0"	"4.5"	""	"103.81"	""	"98.76"	""	"88.76"	""	""	""	""	""	"96.11"	""	"71.59"	""	"76.36"	""	"79.19"	""	"74.22"
"False"	"High"	"IsMasterProtein"	"OEU20249.1"	"NAD(P)-binding protein [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.467"	"5"	"2"	"3"	"2"	"1"	"347"	"38.6"	"6.84"	"7.09"	"2"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU19984.1"	"hypothetical protein FRACYDRAFT_268140 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.459"	"4"	"1"	"1"	"1"	"1"	"388"	"43.9"	"5.05"	"3.89"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU21696.1"	"hypothetical protein FRACYDRAFT_258781 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.454"	"1"	"1"	"2"	"1"	"1"	"971"	"105.8"	"6.93"	"8.26"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU15364.1"	"UAF-1 protein [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.451"	"10"	"1"	"1"	"1"	"1"	"105"	"11.7"	"4.46"	"3.89"	"1"	"0"	""	"3.8"	""	"4.4"	""	"2.4"	""	""	""	"2.7"	""	"2.4"	""	"4.6"	""	"1.9"	""	"2.0"	""	"1.9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU20432.1"	"hypothetical protein FRACYDRAFT_180351 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.450"	"3"	"1"	"2"	"1"	"1"	"420"	"46.0"	"5.31"	"7.79"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU19878.1"	"hypothetical protein FRACYDRAFT_260142 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.449"	"2"	"1"	"1"	"1"	"1"	"600"	"68.7"	"5.07"	"3.75"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU16217.1"	"Aa_trans-domain-containing protein, partial [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.447"	"4"	"2"	"2"	"1"	"1"	"409"	"42.3"	"9.70"	"6.74"	"2"	"0"	""	"1.7"	""	"2.9"	""	"3.7"	""	""	""	"1.6"	""	"3.2"	""	"4.5"	""	"2.3"	""	"4.0"	""	"1.7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU14591.1"	"transcription elongation factor [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.447"	"3"	"1"	"1"	"1"	"1"	"325"	"36.3"	"8.92"	"4.74"	"1"	"0"	"6.6"	""	"6.9"	""	"2.6"	""	"2.3"	""	"10.7"	""	"7.9"	""	"1.5"	""	""	""	""	""	"3.7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU21911.1"	"Nop-domain-containing protein [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.447"	"2"	"1"	"1"	"1"	"1"	"519"	"57.1"	"8.87"	"4.04"	"1"	"0"	"8.1"	""	"2.9"	""	"9.3"	""	"7.6"	""	"8.7"	""	"15.1"	""	"6.2"	""	""	""	""	""	"5.2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU22762.1"	"hypothetical protein FRACYDRAFT_267380 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.442"	"6"	"2"	"2"	"2"	"1"	"245"	"26.1"	"4.88"	"5.37"	"2"	"0"	"10.7"	""	"10.0"	""	"16.4"	""	"12.1"	""	"12.4"	""	"13.1"	""	"8.9"	""	""	""	""	""	"7.5"	""	""	""	""	""	"116.71"	""	"112.91"	""	"129.93"	""	"123.99"	""	"135.08"	""	""	""	""	""	"129.10"	""
"False"	"High"	"IsMasterProtein"	"OEU12533.1"	"hypothetical protein FRACYDRAFT_270390 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.436"	"8"	"1"	"2"	"1"	"1"	"145"	"15.5"	"7.94"	"7.43"	"1"	"0"	"2.1"	"7.3"	"1.9"	"6.9"	""	"4.2"	""	""	"3.2"	"3.1"	""	"7.0"	"2.1"	"8.2"	""	"8.7"	""	"9.6"	""	"3.5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU12055.1"	"L domain-like protein, partial [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.435"	"5"	"1"	"1"	"1"	"1"	"220"	"24.4"	"4.01"	"3.47"	"1"	"0"	""	"5.8"	""	"4.1"	""	"11.5"	""	""	""	"6.1"	""	"6.4"	""	"5.9"	""	"4.5"	""	"4.8"	""	"2.9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU16378.1"	"hypothetical protein FRACYDRAFT_164567, partial [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.433"	"17"	"2"	"4"	"2"	"1"	"120"	"13.8"	"5.94"	"10.82"	"2"	"0"	"32.4"	"2.9"	"26.3"	"3.5"	"39.1"	""	"27.6"	""	"36.0"	"3.7"	"43.4"	"3.6"	"47.4"	"4.0"	""	"3.4"	"0.3"	"3.1"	"32.0"	"2.7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU20692.1"	"WD40 repeat-like protein [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.426"	"2"	"1"	"2"	"1"	"1"	"576"	"62.3"	"7.91"	"6.86"	"1"	"0"	""	"14.4"	""	"13.1"	""	"9.3"	""	"0.7"	""	"9.8"	""	"17.5"	""	"17.7"	""	"15.4"	""	"13.3"	""	"7.3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU18156.1"	"hypothetical protein FRACYDRAFT_225496 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.422"	"4"	"1"	"1"	"1"	"1"	"305"	"34.5"	"4.81"	"4.27"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU15132.1"	"hypothetical protein FRACYDRAFT_261532 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.418"	"13"	"2"	"7"	"2"	"1"	"311"	"34.2"	"4.92"	"23.92"	"2"	"0"	"12.6"	"9.6"	"7.3"	"9.5"	"6.5"	"8.4"	"4.8"	"0.1"	"12.6"	"15.0"	"9.9"	"11.2"	"10.0"	"10.8"	"1.3"	"12.9"	""	"12.6"	"5.8"	"11.0"	"113.22"	"63.82"	"128.52"	"54.19"	"113.32"	"52.03"	"89.40"	""	"116.41"	"64.59"	"120.92"	"50.82"	"103.77"	"77.86"	""	"56.28"	""	"67.47"	"130.02"	"56.67"
"False"	"High"	"IsMasterProtein"	"OEU18653.1"	"hypothetical protein FRACYDRAFT_268393 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.416"	"7"	"2"	"4"	"2"	"1"	"303"	"33.9"	"5.14"	"9.59"	"2"	"0"	""	"5.8"	""	"9.0"	""	"18.3"	""	""	""	"5.9"	""	"20.8"	""	"14.3"	""	"10.5"	""	"8.5"	""	"7.6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU16448.1"	"hypothetical protein FRACYDRAFT_162281, partial [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.408"	"6"	"1"	"2"	"1"	"1"	"220"	"24.2"	"5.99"	"8.75"	"1"	"0"	"2.2"	"3.8"	""	"4.0"	"4.3"	"1.8"	"2.6"	""	"5.1"	"2.2"	"2.9"	"2.9"	"5.0"	"4.8"	""	"3.2"	""	"3.5"	"3.0"	"2.7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU15939.1"	"NAD(P)-binding protein [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.406"	"4"	"1"	"2"	"1"	"1"	"264"	"28.4"	"5.83"	"8.08"	"1"	"0"	""	"2.5"	""	"1.9"	"2.9"	"2.2"	"2.9"	""	""	""	"3.8"	"1.8"	"1.7"	"2.0"	""	"1.6"	""	""	"2.2"	"1.5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU13508.1"	"DEAD-domain-containing protein [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.402"	"2"	"2"	"3"	"2"	"1"	"702"	"77.0"	"7.68"	"8.11"	"2"	"0"	"2.0"	"6.4"	"3.7"	"6.4"	"4.4"	"2.6"	"2.5"	""	"5.5"	"3.9"	"5.9"	"6.6"	"5.0"	"6.6"	""	"3.4"	""	"6.0"	"3.4"	"4.2"	""	"16.21"	""	"21.76"	""	"80.30"	""	""	""	"57.11"	""	"38.06"	""	"29.32"	""	"67.89"	""	"28.83"	""	"2.36"
"False"	"High"	"IsMasterProtein"	"OEU19267.1"	"hypothetical protein FRACYDRAFT_235317 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.399"	"4"	"2"	"4"	"2"	"1"	"498"	"56.2"	"5.53"	"11.08"	"2"	"0"	"2.1"	"1.7"	""	""	""	"1.8"	"1.4"	""	"2.9"	"2.0"	"2.7"	"4.2"	"2.2"	"2.4"	""	"3.0"	""	"3.4"	"1.7"	"1.8"	""	""	""	""	""	""	""	""	""	"5.83"	""	""	""	"11.09"	""	"16.31"	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU18975.1"	"hypothetical protein FRACYDRAFT_237263 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.394"	"7"	"2"	"2"	"2"	"1"	"245"	"27.2"	"10.35"	"4.65"	"2"	"0"	"4.7"	""	"7.2"	""	"10.9"	""	"5.7"	""	"2.8"	""	"11.7"	""	"6.3"	""	""	""	""	""	"8.8"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU21701.1"	"small nuclear ribonucleo protein D2 polypeptide 16.5kDa, isoform CRA_b [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.391"	"10"	"1"	"2"	"1"	"1"	"124"	"13.7"	"9.44"	"6.62"	"1"	"0"	"3.2"	""	"3.2"	""	"2.2"	""	""	""	"3.9"	""	"2.9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU17342.1"	"hypothetical protein FRACYDRAFT_207628 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.384"	"7"	"2"	"5"	"2"	"1"	"254"	"27.6"	"4.67"	"9.52"	"2"	"0"	"19.3"	"16.7"	"13.9"	"17.4"	"8.6"	"6.3"	"3.9"	""	"22.9"	"6.1"	"16.5"	"13.6"	"11.9"	"12.5"	"0.4"	"13.8"	""	"12.0"	"13.8"	"9.9"	""	"40.17"	""	"55.58"	""	"21.12"	""	""	""	"43.05"	""	"53.96"	""	"47.92"	""	"67.48"	""	"25.47"	""	"72.17"
"False"	"High"	"IsMasterProtein"	"OEU10800.1"	"hypothetical protein FRACYDRAFT_270990 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.384"	"5"	"1"	"2"	"1"	"1"	"186"	"20.3"	"9.82"	"7.05"	"1"	"0"	"3.0"	"14.1"	"3.8"	"26.0"	""	"6.1"	""	""	"6.8"	""	""	"17.8"	""	"8.6"	""	"12.6"	""	"9.3"	""	"9.6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU16365.1"	"SAC3_GANP-domain-containing protein [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.383"	"6"	"1"	"2"	"1"	"1"	"214"	"24.4"	"4.51"	"6.94"	"1"	"0"	""	""	""	""	""	""	"1.7"	""	"1.7"	""	""	"1.4"	"2.5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU10560.1"	"Hsp33 domain-containing protein [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.383"	"3"	"1"	"2"	"1"	"1"	"380"	"40.9"	"4.97"	"7.72"	"1"	"0"	"12.2"	"16.7"	"10.9"	"16.4"	"8.5"	"6.7"	"4.9"	"3.7"	"11.6"	"9.0"	"7.5"	"18.2"	"12.3"	"15.5"	""	"14.7"	""	"14.6"	"7.1"	"12.0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU13721.1"	"glutathione synthetase ATP-binding domain-like protein [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.383"	"2"	"2"	"8"	"1"	"1"	"995"	"109.1"	"5.83"	"17.84"	"2"	"0"	"86.4"	"65.3"	"73.6"	"77.2"	"57.2"	"27.9"	"44.7"	"2.7"	"97.3"	"26.8"	"90.3"	"47.6"	"99.9"	"67.3"	""	"56.7"	"0.3"	"51.1"	"72.2"	"44.7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU16568.1"	"RNA-binding domain-containing protein [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.378"	"5"	"1"	"2"	"1"	"1"	"237"	"27.0"	"7.71"	"7.20"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU09057.1"	"hypothetical protein FRACYDRAFT_248856 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.370"	"3"	"1"	"2"	"1"	"1"	"414"	"45.1"	"6.11"	"6.55"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU17631.1"	"Gtr1_RagA-domain-containing protein [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.366"	"4"	"1"	"1"	"1"	"1"	"303"	"35.1"	"5.43"	"3.86"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU15465.1"	"hypothetical protein FRACYDRAFT_275679 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.366"	"3"	"2"	"4"	"2"	"1"	"469"	"53.5"	"8.25"	"11.09"	"2"	"0"	"7.0"	"4.8"	"8.0"	"5.8"	"6.0"	"2.4"	"2.9"	""	"9.5"	"2.8"	"6.9"	"7.8"	"5.2"	"8.4"	""	"5.6"	""	"4.0"	"5.5"	"4.7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU14083.1"	"Nitroreductase [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.365"	"3"	"1"	"2"	"1"	"1"	"333"	"37.2"	"5.49"	"6.75"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU15417.1"	"DNA/pantothenate metabolism flavo protein, partial [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.361"	"8"	"2"	"3"	"2"	"1"	"209"	"23.3"	"9.26"	"7.23"	"2"	"0"	"11.3"	""	"8.0"	""	"9.9"	""	"4.5"	""	"15.4"	""	"13.6"	""	"14.0"	"2.3"	""	""	""	"2.7"	"8.8"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU16077.1"	"putative glycosyltransferase [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.360"	"4"	"2"	"2"	"2"	"1"	"447"	"50.5"	"9.07"	"5.43"	"2"	"0"	"6.3"	""	"4.3"	""	"2.4"	""	"2.5"	""	"5.9"	""	"5.2"	""	"3.8"	""	""	""	""	""	"3.8"	""	"89.48"	""	"91.02"	""	"36.63"	""	"27.92"	""	"89.34"	""	"76.22"	""	"91.94"	""	""	""	""	""	"69.90"	""
"False"	"High"	"IsMasterProtein"	"OEU18598.1"	"hypothetical protein FRACYDRAFT_236877 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.357"	"4"	"1"	"2"	"1"	"1"	"250"	"27.5"	"5.54"	"6.74"	"1"	"0"	"14.7"	"13.3"	"6.8"	"12.5"	"16.2"	"7.9"	"10.8"	""	"22.7"	"6.6"	"25.8"	"9.7"	"16.7"	"10.9"	""	"8.7"	""	"12.3"	"13.0"	"6.6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU12635.1"	"CKS-domain-containing protein [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.349"	"15"	"2"	"4"	"2"	"1"	"104"	"12.3"	"9.31"	"11.03"	"2"	"0"	"28.0"	"42.9"	"36.4"	"73.1"	"17.8"	"27.7"	"13.1"	"1.1"	"34.4"	"21.9"	"18.2"	"55.4"	"38.9"	"73.0"	""	"75.5"	""	"50.3"	"23.8"	"40.4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU22456.1"	"hypothetical protein FRACYDRAFT_273888 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.344"	"8"	"1"	"1"	"1"	"1"	"119"	"12.8"	"4.67"	"3.45"	"1"	"0"	""	"9.5"	""	"8.0"	""	"5.6"	""	""	""	"5.4"	""	"9.0"	""	"9.3"	""	"7.5"	""	"10.2"	""	"8.0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU09113.1"	"putative chitin binding protein [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.344"	"3"	"1"	"2"	"1"	"1"	"389"	"42.1"	"7.06"	"7.27"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU10042.1"	"hypothetical protein FRACYDRAFT_247653 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.336"	"5"	"2"	"3"	"2"	"1"	"371"	"41.2"	"5.11"	"8.64"	"2"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU21613.1"	"hypothetical protein FRACYDRAFT_235239 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.331"	"2"	"1"	"2"	"1"	"1"	"580"	"59.0"	"4.28"	"7.36"	"1"	"0"	"2.5"	"5.4"	"2.5"	"3.7"	""	"2.0"	""	""	"1.5"	""	""	"5.0"	""	"4.2"	""	"4.1"	""	"3.0"	""	"2.9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU08818.1"	"hypothetical protein FRACYDRAFT_264429 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.327"	"1"	"1"	"1"	"1"	"1"	"775"	"85.9"	"4.58"	"3.95"	"1"	"0"	""	"12.7"	""	"11.4"	""	"6.3"	""	""	""	"3.0"	""	"8.9"	""	"11.1"	""	"10.0"	""	"7.9"	""	"6.5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU20722.1"	"hypothetical protein FRACYDRAFT_267734 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.326"	"3"	"1"	"3"	"1"	"1"	"358"	"38.8"	"4.09"	"10.98"	"1"	"0"	"30.4"	""	"22.1"	"3.0"	"10.5"	""	"10.4"	""	"35.9"	""	"32.5"	"2.8"	"16.8"	"3.3"	""	"3.4"	""	""	"21.9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU20559.1"	"riboflavin kinase [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.316"	"8"	"1"	"1"	"1"	"1"	"181"	"20.0"	"6.79"	"4.29"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
